Game_id,Person_id,screen_assists,charges_drawn,loose_balls_recovered,deflections,contested_shots,contested_2_shots,contested_3_shots,box_outs,offensive_loose_ball_recoveries,defensive_loose_ball_recoveries,defensive_box_outs,offensive_box_outs,pts_off_screen_assists
0021600002,204060,0,0,1,0,0,0,0,0,0,1,0,0,0
0021600002,1626168,0,0,0,2,4,4,0,0,0,0,0,0,0
0021600003,1938,0,0,1,1,2,0,2,0,0,1,0,0,0
0021600003,2200,1,0,0,1,5,3,2,0,0,0,0,0,2
0021600003,2225,0,0,2,0,11,6,5,0,1,1,0,0,0
0021600003,2561,0,0,0,1,5,4,1,0,0,0,0,0,0
0021600003,2585,3,0,1,2,11,11,0,0,1,0,0,0,7
0021600003,2733,0,0,0,2,3,2,1,0,0,0,0,0,0
0021600003,2738,1,0,1,2,11,8,3,0,1,0,0,0,2
0021600003,2760,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600003,101135,0,0,0,0,6,4,2,0,0,0,0,0,0
0021600003,200746,1,0,2,1,10,4,6,0,1,1,0,0,3
0021600003,201142,1,0,2,4,11,7,4,0,0,2,0,0,2
0021600003,201580,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600003,201939,0,0,2,3,13,9,4,0,0,2,0,0,0
0021600003,201988,0,0,0,5,1,0,1,0,0,0,0,0,0
0021600003,202691,0,0,0,1,5,3,2,0,0,0,0,0,0
0021600003,202695,0,0,3,4,10,5,5,0,1,2,0,0,0
0021600003,202722,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600003,203110,0,0,1,5,14,12,2,0,0,1,0,0,0
0021600003,203473,3,0,3,3,6,4,2,0,1,2,0,0,7
0021600003,203546,0,0,1,0,4,1,3,0,0,1,0,0,0
0021600003,203613,0,0,1,4,7,4,3,0,1,0,0,0,0
0021600003,203937,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600003,1626172,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600003,1627775,0,0,0,3,0,0,0,0,0,0,0,0,0
0021600003,1627854,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600004,201145,2,0,0,3,9,7,2,0,0,0,0,0,4
0021600004,201571,0,1,0,3,2,2,0,0,0,0,0,0,0
0021600004,201586,4,0,0,0,20,17,3,0,0,0,0,0,8
0021600004,201609,0,0,2,1,6,5,1,0,0,2,0,0,0
0021600004,201949,6,0,1,0,11,10,1,0,1,0,0,0,12
0021600004,202337,0,0,2,2,5,5,0,0,0,2,0,0,0
0021600004,202355,1,0,0,0,18,16,2,0,0,0,0,0,2
0021600004,202696,5,0,2,3,12,12,0,0,1,1,0,0,10
0021600004,203079,0,0,0,3,3,1,2,0,0,0,0,0,0
0021600004,203095,0,0,1,3,6,4,2,0,0,1,0,0,0
0021600004,203186,3,1,0,2,7,5,2,0,0,0,0,0,6
0021600004,203585,0,0,0,3,7,5,2,0,0,0,0,0,0
0021600004,203901,0,0,1,0,11,8,3,0,1,0,0,0,0
0021600004,203932,0,0,0,1,10,7,3,0,0,0,0,0,0
0021600004,204020,1,0,2,4,7,3,4,0,2,0,0,0,2
0021600004,1626159,2,0,1,0,6,4,2,0,0,1,0,0,4
0021600004,1626209,0,0,0,3,1,1,0,0,0,0,0,0,0
0021600005,1717,3,0,1,3,11,9,2,0,0,1,0,0,7
0021600005,2744,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600005,101106,8,0,0,0,4,4,0,0,0,0,0,0,21
0021600005,101114,2,1,1,2,8,5,3,0,0,1,0,0,5
0021600005,101139,0,0,1,2,3,0,3,0,0,1,0,0,0
0021600005,101145,0,0,1,6,8,4,4,0,1,0,0,0,0
0021600005,200826,0,0,1,0,8,5,3,0,0,1,0,0,0
0021600005,201152,1,0,0,1,10,7,3,0,0,0,0,0,2
0021600005,201155,0,0,0,0,10,4,6,0,0,0,0,0,0
0021600005,201952,0,0,2,5,12,5,7,0,1,1,0,0,0
0021600005,202083,1,0,0,9,7,4,3,0,0,0,0,0,2
0021600005,202331,0,0,3,1,13,5,8,0,2,1,0,0,0
0021600005,202730,0,0,0,1,4,2,2,0,0,0,0,0,0
0021600005,203084,1,0,0,0,13,11,2,0,0,0,0,0,3
0021600005,203552,0,0,1,3,2,2,0,0,0,1,0,0,0
0021600005,203922,0,0,0,0,2,0,2,0,0,0,0,0,0
0021600005,203939,1,0,0,0,9,9,0,0,0,0,0,0,3
0021600005,1626147,0,0,1,0,8,6,2,0,0,1,0,0,0
0021600005,1626167,8,0,0,2,18,14,4,0,0,0,0,0,19
0021600005,1626202,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600006,2449,4,0,0,0,7,6,1,0,0,0,0,0,9
0021600006,101123,0,0,0,1,3,2,1,0,0,0,0,0,0
0021600006,101161,2,0,1,3,7,6,1,0,1,0,0,0,5
0021600006,201143,5,0,3,1,15,12,3,0,1,2,0,0,11
0021600006,201572,1,0,0,0,8,8,0,0,0,0,0,0,3
0021600006,201973,1,1,1,4,8,6,2,0,0,1,0,0,2
0021600006,202340,0,0,2,4,5,2,3,0,1,1,0,0,0
0021600006,202344,1,0,3,3,7,3,4,0,0,3,0,0,2
0021600006,202349,0,0,1,1,2,2,0,0,1,0,0,0,0
0021600006,202391,0,0,0,2,4,2,2,0,0,0,0,0,0
0021600006,202711,0,0,2,2,6,4,2,0,1,1,0,0,0
0021600006,202738,0,0,1,2,9,4,5,0,0,1,0,0,0
0021600006,203092,2,0,0,0,6,5,1,0,0,0,0,0,4
0021600006,203109,0,0,0,4,15,2,13,0,0,0,0,0,0
0021600006,203120,1,0,1,0,13,6,7,0,1,0,0,0,3
0021600006,203925,0,0,0,3,10,9,1,0,0,0,0,0,0
0021600006,203930,0,0,1,0,3,0,3,0,0,1,0,0,0
0021600006,1626178,0,0,0,4,5,2,3,0,0,0,0,0,0
0021600006,1626179,2,0,2,3,7,2,5,0,0,2,0,0,4
0021600006,1626191,1,0,0,0,2,1,1,0,0,0,0,0,3
0021600006,1627759,0,0,2,0,9,7,2,0,0,2,0,0,0
0021600006,1627785,0,0,0,3,1,1,0,0,0,0,0,0,0
0021600007,2757,0,0,1,0,4,3,1,0,1,0,0,0,0
0021600007,200768,2,0,2,5,8,6,2,0,0,2,0,0,4
0021600007,201942,1,0,1,1,1,1,0,0,1,0,0,0,2
0021600007,201960,0,0,1,2,8,2,6,0,1,0,0,0,0
0021600007,202335,1,0,0,1,6,4,2,0,0,0,0,0,2
0021600007,202397,0,0,2,0,5,4,1,0,1,1,0,0,0
0021600007,202685,7,0,0,1,13,12,1,0,0,0,0,0,14
0021600007,202694,0,0,1,1,5,3,2,0,0,1,0,0,0
0021600007,202699,1,0,0,1,13,9,4,0,0,0,0,0,2
0021600007,202709,0,0,1,0,5,2,3,0,1,0,0,0,0
0021600007,202720,0,0,1,0,7,6,1,0,0,1,0,0,0
0021600007,203082,0,0,1,4,3,2,1,0,0,1,0,0,0
0021600007,203083,5,0,1,2,5,5,0,0,0,1,0,0,11
0021600007,203382,3,0,0,0,7,7,0,0,0,0,0,0,6
0021600007,203484,0,0,0,4,8,5,3,0,0,0,0,0,0
0021600007,1626169,0,0,0,0,4,3,1,0,0,0,0,0,0
0021600007,1626246,0,0,0,2,1,1,0,0,0,0,0,0,0
0021600007,1627751,2,0,1,0,3,3,0,0,1,0,0,0,5
0021600007,1627783,2,0,0,4,10,6,4,0,0,0,0,0,4
0021600008,1891,0,0,0,1,5,5,0,0,0,0,0,0,0
0021600008,101107,1,0,0,2,9,7,2,0,0,0,0,0,2
0021600008,201150,1,0,0,0,4,3,1,0,0,0,0,0,2
0021600008,201158,0,0,0,0,3,1,2,0,0,0,0,0,0
0021600008,201196,0,0,0,1,5,4,1,0,0,0,0,0,0
0021600008,201563,0,0,1,3,6,3,3,0,0,1,0,0,0
0021600008,201579,4,0,0,4,24,24,0,0,0,0,0,0,11
0021600008,201587,0,0,1,5,4,2,2,0,0,1,0,0,0
0021600008,202328,2,0,1,5,10,9,1,0,1,0,0,0,4
0021600008,202689,0,0,2,2,4,2,2,0,0,2,0,0,0
0021600008,203077,1,0,1,3,10,8,2,0,1,0,0,0,2
0021600008,203087,0,0,0,0,5,4,1,0,0,0,0,0,0
0021600008,203089,1,0,0,0,5,5,0,0,0,0,0,0,2
0021600008,203101,0,0,1,2,4,3,1,0,1,0,0,0,0
0021600008,203141,1,0,0,2,10,8,2,0,0,0,0,0,2
0021600008,203469,2,0,0,0,11,11,0,0,0,0,0,0,4
0021600008,203507,1,0,4,1,16,11,5,0,3,1,0,0,2
0021600008,203521,0,0,0,0,6,2,4,0,0,0,0,0,0
0021600008,203953,0,0,2,1,8,5,3,0,1,1,0,0,0
0021600008,1626173,0,0,0,1,2,0,2,0,0,0,0,0,0
0021600008,1627763,0,0,0,0,3,3,0,0,0,0,0,0,0
0021600009,1713,0,0,0,1,6,4,2,0,0,0,0,0,0
0021600009,2216,1,0,0,0,13,11,2,0,0,0,0,0,2
0021600009,201144,0,1,1,3,3,1,2,0,0,1,0,0,0
0021600009,201188,3,0,1,1,15,14,1,0,0,1,0,0,7
0021600009,201575,0,0,0,1,3,1,2,0,0,0,0,0,0
0021600009,201937,0,0,1,3,5,1,4,0,1,0,0,0,0
0021600009,202332,1,0,1,1,7,6,1,0,0,1,0,0,2
0021600009,202357,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600009,203210,1,0,2,1,13,11,2,0,1,1,0,0,2
0021600009,203476,1,1,0,2,20,17,3,0,0,0,0,0,3
0021600009,203498,0,0,0,1,3,0,3,0,0,0,0,0,0
0021600009,203516,0,0,0,1,12,9,3,0,0,0,0,0,0
0021600009,203897,0,0,2,1,1,1,0,0,0,2,0,0,0
0021600009,203952,0,0,0,0,7,5,2,0,0,0,0,0,0
0021600009,1626150,0,0,1,2,7,4,3,0,1,0,0,0,0
0021600009,1626157,3,0,1,0,23,19,4,0,0,1,0,0,8
0021600009,1627735,0,0,1,3,3,3,0,0,0,1,0,0,0
0021600009,1627738,1,0,0,1,4,4,0,0,0,0,0,0,3
0021600009,1627739,0,0,1,2,2,1,1,0,0,1,0,0,0
0021600010,2749,0,0,1,1,5,3,2,0,1,0,0,0,0
0021600010,201163,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600010,201568,0,1,0,3,6,6,0,0,0,0,0,0,0
0021600010,201582,3,0,0,1,3,3,0,0,0,0,0,0,6
0021600010,201600,1,0,1,1,5,5,0,0,1,0,0,0,2
0021600010,201967,1,0,0,0,2,1,1,0,0,0,0,0,2
0021600010,202362,0,0,0,3,4,1,3,0,0,0,0,0,0
0021600010,202702,1,2,1,3,19,14,5,0,1,0,0,0,2
0021600010,202734,0,0,0,3,4,3,1,0,0,0,0,0,0
0021600010,203076,2,0,3,4,16,10,6,0,0,3,0,0,4
0021600010,203093,0,0,1,1,4,4,0,0,0,1,0,0,0
0021600010,203115,0,0,0,1,5,1,4,0,0,0,0,0,0
0021600010,203524,1,0,1,1,6,5,1,0,0,1,0,0,2
0021600010,203994,4,0,1,1,7,7,0,0,0,1,0,0,9
0021600010,203999,2,0,1,1,9,8,1,0,1,0,0,0,5
0021600010,204025,3,0,3,5,9,5,4,0,1,2,0,0,6
0021600010,204038,0,0,0,3,2,1,1,0,0,0,0,0,0
0021600010,1626144,0,0,1,2,1,0,1,0,1,0,0,0,0
0021600010,1627741,1,0,1,1,4,3,1,0,1,0,0,0,2
0021600010,1627750,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600011,101141,2,2,0,3,7,4,3,0,0,0,0,0,4
0021600011,200771,0,0,1,0,1,0,1,0,1,0,0,0,0
0021600011,201566,0,0,1,7,3,1,2,0,1,0,0,0,0
0021600011,201945,0,0,0,0,11,9,2,0,0,0,0,0,0
0021600011,202683,2,0,0,2,8,6,2,0,0,0,0,0,4
0021600011,202713,1,0,0,1,6,2,4,0,0,0,0,0,3
0021600011,203138,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600011,203460,2,0,2,4,8,7,1,0,1,1,0,0,6
0021600011,203496,3,0,0,5,9,3,6,0,0,0,0,0,7
0021600011,203500,4,0,2,4,18,17,1,0,2,0,0,0,9
0021600011,203506,0,1,1,2,3,2,1,0,1,0,0,0,0
0021600011,203518,0,0,0,0,3,1,2,0,0,0,0,0,0
0021600011,203902,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600011,203917,1,0,0,0,3,0,3,0,0,0,0,0,2
0021600011,203924,1,0,1,2,9,8,1,0,1,0,0,0,2
0021600011,203954,1,0,1,2,11,10,1,0,0,1,0,0,2
0021600011,203967,1,0,1,1,6,4,2,0,1,0,0,0,3
0021600011,204456,0,0,0,2,1,0,1,0,0,0,0,0,0
0021600011,1626143,0,0,1,0,5,5,0,0,0,1,0,0,0
0021600011,1626158,0,0,0,0,6,6,0,0,0,0,0,0,0
0021600011,1627734,0,0,0,1,4,3,1,0,0,0,0,0,0
0021600012,2199,2,0,0,0,9,9,0,0,0,0,0,0,4
0021600012,2440,0,0,1,0,5,4,1,0,1,0,0,0,0
0021600012,200752,0,0,1,3,5,4,1,0,1,0,0,0,0
0021600012,200782,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600012,201162,1,1,0,4,7,5,2,0,0,0,0,0,2
0021600012,201167,0,0,0,0,5,4,1,0,0,0,0,0,0
0021600012,201229,2,0,0,0,2,2,0,0,0,0,0,0,4
0021600012,201585,1,0,1,0,6,6,0,0,1,0,0,0,2
0021600012,201951,1,0,3,3,5,2,3,0,2,1,0,0,2
0021600012,201956,0,0,0,1,4,3,1,0,0,0,0,0,0
0021600012,202066,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600012,202326,1,2,2,2,7,5,2,0,1,1,0,0,2
0021600012,202339,1,0,0,2,4,3,1,0,0,0,0,0,2
0021600012,202688,0,0,1,0,5,2,3,0,0,1,0,0,0
0021600012,203458,1,0,0,3,7,7,0,0,0,0,0,0,2
0021600012,203463,0,0,0,2,1,0,1,0,0,0,0,0,0
0021600012,203933,0,0,3,7,5,5,0,0,1,2,0,0,0
0021600012,1626161,1,1,0,1,3,2,1,0,0,0,0,0,2
0021600012,1626164,0,0,0,2,5,2,3,0,0,0,0,0,0
0021600012,1627733,0,0,1,1,2,0,2,0,1,0,0,0,0
0021600012,1627737,0,0,0,1,10,6,4,0,0,0,0,0,0
0021600012,1627755,0,0,1,3,1,1,0,0,0,1,0,0,0
0021600012,1627781,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600013,2403,0,0,0,2,11,9,2,0,0,0,0,0,0
0021600013,2736,0,0,1,2,8,3,5,0,0,1,0,0,0
0021600013,2772,0,0,2,2,5,3,2,0,0,2,0,0,0
0021600013,101150,0,0,2,2,3,2,1,0,0,2,0,0,0
0021600013,201147,0,0,0,1,2,1,1,0,0,0,0,0,0
0021600013,201156,0,0,0,2,7,5,2,0,0,0,0,0,0
0021600013,201569,0,0,1,0,4,2,2,0,0,1,0,0,0
0021600013,201583,1,0,1,1,9,5,4,0,0,1,0,0,3
0021600013,201935,0,0,1,2,11,4,7,0,0,1,0,0,0
0021600013,202389,0,0,1,0,11,10,1,0,0,1,0,0,0
0021600013,203898,0,0,1,3,4,0,4,0,0,1,0,0,0
0021600013,203903,0,0,0,3,1,1,0,0,0,0,0,0,0
0021600013,203909,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600013,203944,1,0,0,1,15,6,9,0,0,0,0,0,3
0021600013,203991,3,1,0,0,11,9,2,0,0,0,0,0,6
0021600013,204028,0,1,0,1,5,4,1,0,0,0,0,0,0
0021600013,1626155,0,0,0,1,4,3,1,0,0,0,0,0,0
0021600013,1626156,0,0,1,3,5,2,3,0,0,1,0,0,0
0021600013,1626204,2,0,1,1,5,2,3,0,0,1,0,0,5
0021600013,1626273,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600013,1627742,0,0,0,1,3,1,2,0,0,0,0,0,0
0021600014,2594,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600014,2730,3,0,0,3,8,8,0,0,0,0,0,0,6
0021600014,2743,0,0,0,0,4,3,1,0,0,0,0,0,0
0021600014,101162,6,0,1,1,9,8,1,0,0,1,0,0,12
0021600014,200757,0,0,2,5,5,2,3,0,1,1,0,0,0
0021600014,200794,1,0,1,2,18,14,4,0,0,1,0,0,3
0021600014,201160,2,0,0,1,2,2,0,0,0,0,0,0,5
0021600014,201977,0,0,1,1,2,1,1,0,0,1,0,0,0
0021600014,202322,0,0,1,6,5,3,2,0,0,1,0,0,0
0021600014,202693,0,0,0,3,7,5,2,0,0,0,0,0,0
0021600014,203078,0,0,1,2,7,1,6,0,1,0,0,0,0
0021600014,203094,0,0,0,2,9,6,3,0,0,0,0,0,0
0021600014,203145,0,0,1,3,7,4,3,0,0,1,0,0,0
0021600014,203471,1,0,2,2,7,4,3,0,0,2,0,0,2
0021600014,203488,2,0,0,3,15,12,3,0,0,0,0,0,4
0021600014,203490,0,0,0,3,4,4,0,0,0,0,0,0,0
0021600014,203501,0,0,0,0,5,5,0,0,0,0,0,0,0
0021600014,203504,0,0,0,1,4,3,1,0,0,0,0,0,0
0021600014,1626162,0,0,1,3,2,1,1,0,0,1,0,0,0
0021600014,1627098,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600014,1627752,0,0,0,1,1,0,1,0,0,0,0,0,0
0021600014,1627815,0,0,0,2,0,0,0,0,0,0,0,0,0
0021600014,1627849,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600015,2548,0,0,2,0,5,1,4,0,2,0,0,0,0
0021600015,101123,0,0,0,0,4,4,0,0,0,0,0,0,0
0021600015,101161,2,0,0,3,9,8,1,0,0,0,0,0,5
0021600015,200765,0,0,3,2,5,3,2,0,1,2,0,0,0
0021600015,201143,3,0,0,0,12,10,2,0,0,0,0,0,7
0021600015,201577,2,0,1,1,16,14,2,0,0,1,0,0,4
0021600015,201959,2,0,0,1,7,6,1,0,0,0,0,0,5
0021600015,201973,0,0,1,0,2,2,0,0,1,0,0,0,0
0021600015,202340,0,0,2,3,10,6,4,0,1,1,0,0,0
0021600015,202703,1,0,0,1,9,5,4,0,0,0,0,0,2
0021600015,202710,0,1,3,5,5,2,3,0,2,1,0,0,0
0021600015,202738,1,0,2,3,4,3,1,0,0,2,0,0,2
0021600015,203092,4,1,0,0,9,9,0,0,0,0,0,0,8
0021600015,203109,1,1,1,7,11,6,5,0,1,0,0,0,2
0021600015,203477,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600015,203487,0,0,1,1,3,2,1,0,1,0,0,0,0
0021600015,203926,0,0,1,0,4,3,1,0,1,0,0,0,0
0021600015,1626179,0,0,0,2,4,2,2,0,0,0,0,0,0
0021600015,1626245,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600016,1938,0,0,0,1,3,2,1,0,0,0,0,0,0
0021600016,2200,0,0,0,1,9,8,1,0,0,0,0,0,0
0021600016,2225,0,0,0,1,2,1,1,0,0,0,0,0,0
0021600016,2440,0,0,0,3,7,2,5,0,0,0,0,0,0
0021600016,101135,1,0,1,1,4,1,3,0,0,1,0,0,2
0021600016,200746,0,0,0,0,7,6,1,0,0,0,0,0,0
0021600016,200752,0,0,3,4,4,4,0,0,1,2,0,0,0
0021600016,201167,0,0,0,1,3,2,1,0,0,0,0,0,0
0021600016,201229,0,1,0,1,8,8,0,0,0,0,0,0,0
0021600016,201585,1,0,0,2,11,9,2,0,0,0,0,0,2
0021600016,201951,0,0,0,2,6,3,3,0,0,0,0,0,0
0021600016,201988,0,0,0,1,4,1,3,0,0,0,0,0,0
0021600016,202066,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600016,202326,2,0,1,4,15,12,3,0,1,0,0,0,4
0021600016,202695,0,0,4,8,5,4,1,0,0,4,0,0,0
0021600016,203473,0,0,0,0,17,14,3,0,0,0,0,0,0
0021600016,203613,0,1,0,2,4,2,2,0,0,0,0,0,0
0021600016,203937,0,0,0,2,5,5,0,0,0,0,0,0,0
0021600016,1626161,2,0,0,0,2,2,0,0,0,0,0,0,4
0021600017,2037,0,0,2,2,1,1,0,0,0,2,0,0,0
0021600017,101108,0,0,2,5,0,0,0,0,0,2,0,0,0
0021600017,101109,0,0,0,1,6,3,3,0,0,0,0,0,0
0021600017,200755,0,1,0,0,5,5,0,0,0,0,0,0,0
0021600017,201578,1,1,0,0,8,8,0,0,0,0,0,0,2
0021600017,201599,5,0,0,0,10,8,2,0,0,0,0,0,10
0021600017,201601,1,0,0,0,7,5,2,0,0,0,0,0,2
0021600017,201933,3,1,3,2,5,2,3,0,1,2,0,0,8
0021600017,202323,0,0,1,0,5,3,2,0,0,1,0,0,0
0021600017,202325,1,0,0,2,2,2,0,0,0,0,0,0,2
0021600017,202329,1,0,0,2,11,5,6,0,0,0,0,0,2
0021600017,202334,1,0,0,1,6,3,3,0,0,0,0,0,2
0021600017,203081,0,0,1,2,3,2,1,0,0,1,0,0,0
0021600017,203085,0,0,0,1,3,2,1,0,0,0,0,0,0
0021600017,203090,0,0,0,3,14,9,5,0,0,0,0,0,0
0021600017,203459,0,0,0,1,2,0,2,0,0,0,0,0,0
0021600017,203468,0,0,1,2,6,3,3,0,0,1,0,0,0
0021600017,203486,6,0,0,1,11,10,1,0,0,0,0,0,14
0021600017,203943,0,0,0,0,8,6,2,0,0,0,0,0,0
0021600017,1627774,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600018,2210,0,0,1,1,4,4,0,0,1,0,0,0,0
0021600018,2399,1,0,0,2,1,1,0,0,0,0,0,0,3
0021600018,2544,1,1,0,2,6,4,2,0,0,0,0,0,3
0021600018,2747,0,0,0,9,9,8,1,0,0,0,0,0,0
0021600018,200768,1,1,0,3,9,5,4,0,0,0,0,0,2
0021600018,201567,1,1,2,1,7,7,0,0,1,1,0,0,3
0021600018,201942,0,0,1,2,4,3,1,0,1,0,0,0,0
0021600018,201960,0,0,1,3,19,6,13,0,1,0,0,0,0
0021600018,202335,5,0,1,2,13,10,3,0,0,1,0,0,10
0021600018,202681,0,0,3,3,3,3,0,0,0,3,0,0,0
0021600018,202684,6,0,0,0,31,29,2,0,0,0,0,0,14
0021600018,202685,3,0,0,1,8,7,1,0,0,0,0,0,6
0021600018,202697,0,0,1,3,3,2,1,0,0,1,0,0,0
0021600018,202709,2,0,0,2,7,4,3,0,0,0,0,0,4
0021600018,203082,1,0,0,4,3,1,2,0,0,0,0,0,2
0021600018,1627751,3,0,0,0,4,2,2,0,0,0,0,0,6
0021600018,1627783,1,0,0,2,4,3,1,0,0,0,0,0,2
0021600019,2449,3,0,0,1,6,5,1,0,0,0,0,0,6
0021600019,2744,2,0,0,1,5,4,1,0,0,0,0,0,4
0021600019,101139,0,1,0,3,1,0,1,0,0,0,0,0,0
0021600019,101145,0,0,1,3,4,0,4,0,0,1,0,0,0
0021600019,201152,3,0,1,0,10,4,6,0,0,1,0,0,7
0021600019,201572,1,0,0,4,10,8,2,0,0,0,0,0,2
0021600019,201952,1,0,0,6,3,1,2,0,0,0,0,0,2
0021600019,202331,0,0,0,4,7,3,4,0,0,0,0,0,0
0021600019,202338,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600019,202344,2,0,0,1,6,3,3,0,0,0,0,0,5
0021600019,202349,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600019,202391,1,0,2,3,13,12,1,0,0,2,0,0,2
0021600019,202711,0,0,0,2,9,4,5,0,0,0,0,0,0
0021600019,202730,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600019,203120,1,0,0,0,14,12,2,0,0,0,0,0,2
0021600019,203922,0,0,0,0,5,2,3,0,0,0,0,0,0
0021600019,203925,1,0,1,0,6,6,0,0,0,1,0,0,2
0021600019,203930,0,1,0,1,1,1,0,0,0,0,0,0,0
0021600019,1626167,4,0,0,0,21,16,5,0,0,0,0,0,8
0021600019,1626178,0,0,0,3,7,3,4,0,0,0,0,0,0
0021600019,1626202,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600020,201145,0,0,1,1,4,4,0,0,0,1,0,0,0
0021600020,201571,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600020,201586,0,0,0,1,10,8,2,0,0,0,0,0,0
0021600020,202397,0,0,1,1,2,1,1,0,0,1,0,0,0
0021600020,202687,2,0,2,0,8,6,2,0,1,1,0,0,5
0021600020,202694,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600020,202696,0,0,1,4,9,9,0,0,1,0,0,0,0
0021600020,202699,1,0,2,4,13,9,4,0,0,2,0,0,2
0021600020,202720,3,0,0,2,12,10,2,0,0,0,0,0,6
0021600020,203083,6,0,0,7,5,5,0,0,0,0,0,0,12
